City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing
Pune,2,"Majestique Towers, Majestique Towers, Wagholi, Pune",32000,820 sqft,Flat,Unfurnished,East
Pune,2,"Gardenia, Gardenia, Wadgaon Sheri, Pune",28500,750 sqft,Flat,Furnished,East
Pune,3,"Siddharth Ganga Tower, Siddharth Ganga Tower, Kalyani Nagar, Pune",70000,1350 sqft,Flat,Semi-Furnished,North - East
Pune,2,"Godrej Elements, Godrej Elements, Hinjawadi, Pune",30000,940 sqft,Flat,Unfurnished,East
Pune,3,"Ganesh Market , Ganesh Market, Ganga Dham, Pune",35000,1200 sqft,Flat,Semi-Furnished,East
Pune,2,"Godrej Boulevard, Godrej Boulevard, Manjri, Manjri Budruk, Pune",20000,691 sqft,Flat,Unfurnished,East
Pune,2,"Lunkad Amazon, Lunkad Amazon, Viman Nagar, Pune",45000,1150 sqft,Flat,Furnished,East
Pune,4,"Panchshil One North, Panchshil One North, One North, Pune",1.5 Lac,3200 sqft,Flat,Furnished,East
Pune,3,"Amanora Adreno Towers, Amanora Adreno Towers, Amanora Park Town, Pune",52000,1200 sqft,Flat,Unfurnished,East
Pune,3,"Skyi Songbirds, Skyi Songbirds, Songbirds Society, Pune",33000,1289 sqft,Flat,Semi-Furnished,West
Pune,2,"Amanora Gold Towers, Amanora Gold Towers, Amanora Park Town, Pune",33000,750 sqft,Flat,Unfurnished,North - East
Pune,3,"Duville Riverdale Residences, Duville Riverdale Residences, Kharadi, Pune",42000,1150 sqft,Flat,Unfurnished,East
Pune,2,"Majestique Marbella, Majestique Marbella, EON Free Zone, Kharadi, Pune",35000,850 sqft,Flat,Semi-Furnished,North - East
Pune,1,"Sayajiraje Avenue, Sayajiraje Avenue, Keshav Nagar Mundhwa, Pune",24000,500 sqft,Flat,Furnished,East
Pune,2,"Uttam Townscapes Phase 2, Uttam Townscapes Phase 2, Vishrantwadi, Airport Road, Pune",45000,1116 sqft,Flat,Furnished,East
Pune,2,"Unique Youtopia, Unique Youtopia, Kharadi, Pune",37000,762 sqft,Flat,Unfurnished,West
Pune,3,"Panchshil Towers, Panchshil Towers, Kharadi, Pune",95000,2200 sqft,Flat,Semi-Furnished,South - East
Pune,3,"Edenn Tower Cooperative Housing Society, Edenn Tower Cooperative Housing Society, Shankar Kalat Nagar, Pune",35000,1300 sqft,Flat,Unfurnished,West
Pune,3,"Marvel Arco, Marvel Arco, Amanora Park Town, Pune",60000,1970 sqft,Flat,Unfurnished,East
Pune,3,"Siddhashila Eela, Siddhashila Eela, Punawale, Pimpri Chinchwad, Pune",37000,1250 sqft,Flat,Semi-Furnished,East
Pune,2,"Shri Taljai 4 Taljai Hills, Shri Taljai 4 Taljai Hills, Dhankawadi, Pune",28000,753 sqft,Flat,Unfurnished,East
Pune,2,"Sunshree Emerald, Sunshree Emerald, Kondhwa, Pune",23000,900 sqft,Flat,Semi-Furnished,East
Pune,4,"Kothrud, Pune",75000,1800 sqft,Flat,Unfurnished,East
Pune,2,"Sunshree Woods, Sunshree Woods, NIBM Road, Pune",26000,850 sqft,Flat,Unfurnished,East
Pune,4,"Kasturi Legacy, Kasturi Legacy, Baner, Pune",1.6 Lac,2200 sqft,Flat,Furnished,East
Pune,3,"Sai Krishna, Sai Krishna, Balewadi Hinjawadi Road, Pune",34000,1200 sqft,Flat,Semi-Furnished,
Pune,2,"Mohan Nagar CHS, Mohan Nagar CHS, Baner Road, Pune",30000,640 sqft,Flat,Unfurnished,East
Pune,2,"Golden City, Golden City, Dhanori, Pune",30000,950 sqft,Flat,Furnished,East
Pune,5,"Amanora Park Township, Amanora Park Township, Hadapsar, Pune",1.2 Lac,2580 sqft,Flat,Furnished,South
Pune,2,"Suyog Enclave, Suyog Enclave, Viman Nagar, Pune",38000,841 sqft,Flat,Semi-Furnished,East
Pune,2,"Megapolis Sangria Towers, Megapolis Sangria Towers, Hinjawadi, Pune",33500,912 sqft,Flat,Furnished,East
Pune,3,"Kolte-Patil Tuscan Estate, Kolte-Patil Tuscan Estate, EON Free Zone, Kharadi, Pune",75000,1700 sqft,Flat,Furnished,East
Pune,2,"Gera Foliage, Gera Foliage, Viman Nagar, Pune",42000,825 sqft,Flat,Furnished,East
Pune,2,"Vasant Avenue, Vasant Avenue, Pune",32000,968 sqft,Flat,Semi-Furnished,East
Pune,2,"ABIL Imperial Atria, ABIL Imperial Atria, Laxman Nagar Baner, Pune",50000,926 sqft,Flat,Furnished,East
Pune,2,"Venkatesh Graffiti Elan, Venkatesh Graffiti Elan, Keshav Nagar Mundhwa, Pune",28000,790 sqft,Flat,Semi-Furnished,East
Pune,1,"Paranjape Blue Ridge, Paranjape Blue Ridge, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune",25000,450 sqft,Flat,Furnished,East
Pune,2,"Mountain Glory, Mountain Glory, Tulaja Bhawani Nagar, Kharadi, Pune",42000,1200 sqft,Flat,Furnished,East
Pune,1,"Kushal Sagar Galaxy, Kushal Sagar Galaxy, Pune Solapur Highway, Pune",12000,450 sqft,Flat,Unfurnished,East
Pune,3,"Bhandari 43 Privet Drive, Bhandari 43 Privet Drive, Balewadi, Pune",60000,1190 sqft,Flat,Furnished,East
Pune,2,"Pan Card Club Road, Pune",31000,774 sqft,Flat,Semi-Furnished,East
Pune,3,"Aeropolis Phase II, Aeropolis Phase II, Dhanori, Pune",27000,890 sqft,Flat,Unfurnished,
Pune,3,"Laburnum Park, Laburnum Park, Magarpatta, Pune",65000,1850 sqft,Flat,Unfurnished,East
Pune,4,"Marvel Zephyr, Marvel Zephyr, EON Free Zone, Kharadi, Pune",85000,3300 sqft,Flat,Unfurnished,East
Pune,2,"Rohan Mithila, Rohan Mithila, Viman Nagar, Pune",38000,705 sqft,Flat,Unfurnished,East
Pune,1,"TCG The Cliff Garden, TCG The Cliff Garden, Pune",17000,450 sqft,Flat,Unfurnished,East
Pune,2,"Shubh Sky Point, Shubh Sky Point, Keshav Nagar Mundhwa, Pune",30000,905 sqft,Flat,Furnished,
Pune,1,"VTP Cygnus, VTP Cygnus, Manjri, Manjri Budruk, Pune",18000,650 sqft,Flat,Semi-Furnished,East
Pune,3,"Baner, Pune",50000,1565 sqft,Flat,Unfurnished,East
Pune,2,"Nandan Inspera, Nandan Inspera, Shankar Kalat Nagar, Pune",28000,900 sqft,Flat,Semi-Furnished,East
Pune,3,"Nanded City, Nanded City, Sinhgad Road, Pune",30000,1558 sqft,Flat,Unfurnished,East
Pune,5,"Paranjape Blue Ridge, Paranjape Blue Ridge, Hinjawadi, Pune",80000,2400 sqft,Flat,Unfurnished,North - East
Pune,3,"Godrej Infinity, Godrej Infinity, Keshav Nagar Mundhwa, Pune",40000,1520 sqft,Flat,Unfurnished,East
Pune,3,"Sukhwani Hermosa Casa, Sukhwani Hermosa Casa, Mundhwa, Pune",42500,975 sqft,Flat,Semi-Furnished,North
Pune,2,"The Island, The Island, Wakad, Pune",55000,950 sqft,Flat,Furnished,East
Pune,2,"Kohinoor Tinsel Town, Kohinoor Tinsel Town, Hinjawadi, Pune",32000,780 sqft,Flat,Furnished,East
Pune,3,"Kumar Palmsprings Towers, Kumar Palmsprings Towers, Undri, Pune",39000,1512 sqft,Flat,Semi-Furnished,North
Pune,4,"Kasturi the Balmoral Estate, Kasturi the Balmoral Estate, Baner, Pune",2 Lac,2200 sqft,Flat,Furnished,East
Pune,3,"Kolte Patil Life Republic, Kolte Patil Life Republic, Marunji, Hinjawadi, Pune",30000,1100 sqft,Flat,Unfurnished,North - East
Pune,3,"Kolte P atil R1 at Life Republic, Kolte P atil R1 at Life Republic, Hinjawadi, Pune",29000,850 sqft,Flat,Unfurnished,East
Pune,3,"EON Free Zone, Kharadi, Pune",45000,1043 sqft,Flat,Semi-Furnished,East
Pune,3,"Vilas Javdekar Yashwin Orizzonte, Vilas Javdekar Yashwin Orizzonte, EON Free Zone, Kharadi, Pune",39000,851 sqft,Flat,Semi-Furnished,East
Pune,4,"Oxford Premium, Azad Nagar Wanowrie Pune",70000,2200 sqft,Villa,Semi-Furnished,East
Pune,3,"Revell Orchid II, Revell Orchid II, Porwal Road, Pune",30000,1100 sqft,Flat,Unfurnished,East
Pune,2,"Elegant Heritage, Elegant Heritage, Viman Nagar, Pune",35000,1000 sqft,Flat,Unfurnished,East
Pune,2,"Dighi, Pune",18000,980 sqft,Flat,Semi-Furnished,North
Pune,3,"Renuka Gloria, Renuka Gloria, Ravet, Pimpri Chinchwad, Pune",35000,1200 sqft,Flat,Semi-Furnished,
Pune,2,"Anandtara Whitefield Residences, Anandtara Whitefield Residences, Keshav Nagar Mundhwa, Pune",25000,812 sqft,Flat,Semi-Furnished,East
Pune,2,"Shapoorji Pallonji Sensorium, Shapoorji Pallonji Sensorium, Hinjawadi, Pune",25000,685 sqft,Flat,Semi-Furnished,East
Pune,3,"Godrej Green Cove, Godrej Green Cove, Mahalunge, Pune",28000,900 sqft,Flat,Semi-Furnished,
Pune,2,"Fortune Shubhan, Fortune Shubhan, Yewalewadi, Pune",15000,828 sqft,Flat,Furnished,
Pune,2,"TCG The Cliff Garden, TCG The Cliff Garden, Hinjawadi, Pune",25000,658 sqft,Flat,Unfurnished,West
Pune,3,"Kolte Patil Little Earth, Kolte Patil Little Earth, Kiwale, Dehu Road, Pune",25000,950 sqft,Flat,Furnished,
Pune,2,"Saheel ITrend Life, Saheel ITrend Life, Wakad, Pune",28000,552 sqft,Flat,Unfurnished,West
Pune,3,"Chrrysalis, Wagholi Pune",48000,2050 sqft,House,Furnished,South
Pune,4,"Bramha the Collection, Bramha the Collection, New Kalyani Nagar, Pune",85000,1600 sqft,Flat,Semi-Furnished,East
Pune,3,"Purple Cloud 9, Mohammed Wadi Pune",75000,2500 sqft,Villa,Furnished,North - East
Pune,3,"Lodha Bella Vita, Lodha Bella Vita, NIBM Road, Pune",48000,1375 sqft,Flat,Unfurnished,
Pune,2,"Megapolis Sparklet, Megapolis Sparklet, Hinjawadi, Pune",27000,950 sqft,Flat,Semi-Furnished,
Pune,1,"Manisha Park, Manisha Park, Kothrud, Pune",21000,400 sqft,Flat,Furnished,
Pune,1,"Sky One, Sky One, Kalyani Nagar, Pune",14000,750 sqft,Flat,Furnished,
Pune,2,"Keshav Nagar Mundhwa, Pune",18000,800 sqft,Flat,Furnished,East
Pune,3,"Bhusari Colony, Kothrud, Pune",53000,1350 sqft,Flat,Furnished,East
Pune,2,"Radha Housing Society, Radha Housing Society, Aundh, Pune",24000,800 sqft,Flat,Semi-Furnished,
Pune,3,"Roseland Residency, Pimpri Chinchwad, Pune",36000,960 sqft,Flat,Semi-Furnished,
Pune,1,"Dattawadi, Pune",15000,500 sqft,Flat,Unfurnished,
Pune,2,"Hinjawadi, Pune",27000,824 sqft,Flat,Semi-Furnished,East
Pune,5,"Paranjape Blue Ridge, Paranjape Blue Ridge, Pimpri Chinchwad, Pune",1.4 Lac,2386 sqft,Flat,Furnished,South -West
Pune,2,"Anand Nagar Keshav Nagar, Pune",30000,790 sqft,Flat,Furnished,
Pune,3,"F5 Greenville Building A2 , F5 Greenville Building A2, Hadapsar, Pune",36000,1100 sqft,Flat,Semi-Furnished,East
Pune,3,"Lunkad Sky Vie, Lunkad Sky Vie, Viman Nagar, Pune",95000,1250 sqft,Flat,Furnished,East
Pune,3,Karnalwadi Pathar Someshwar Road Pune,55000,4000 sqft,Villa,Furnished,
Pune,4,"Pride Purple Park Grandeur, Pride Purple Park Grandeur, Baner, Pune",1.4 Lac,2700 sqft,Flat,Furnished,East
Pune,2,"Krisala 41 Estera Phase III, Krisala 41 Estera Phase III, Punawale, Pimpri Chinchwad, Pune",24999,699 sqft,Flat,Furnished,
Pune,4,"Gagan Unnati, Gagan Unnati, Kondhwa, Pune",50000,1900 sqft,Flat,Unfurnished,East
Pune,2,"Venkatesh Galaxy, Venkatesh Galaxy, Katraj Kondhwa Road, Pune",16000,840 sqft,Flat,Unfurnished,
Pune,1,"Neco Garden, Neco Garden, Viman Nagar, Pune",30000,600 sqft,Flat,Furnished,East
Pune,4,Sindh Society Pune,3.2 Lac,4000 sqft,House,Furnished,East
Pune,3,"Riviresa CHS, Riviresa CHS, Aundh Baner Link Road, Pune",70000,3500 sqft,Flat,Semi-Furnished,East
Pune,2,"Aundh Baner Link Road, Pune",24000,900 sqft,Flat,Unfurnished,
Pune,2,"Hinjawadi Phase 2 Road, Pune",26000,905 sqft,Flat,Semi-Furnished,
Pune,3,Wagholi Pune,35000,1424 sqft,House,Unfurnished,East
Chennai,5,Indiranagar Karapakkam Chennai,1.3 Lac,5000 sqft,Villa,Semi-Furnished,East
Chennai,3,T Nagar Chennai,65000,1990 sqft,House,Semi-Furnished,
Chennai,3,"Casagrand Builder Northern Star, Madhavaram, Chennai",45000,1614 sqft,Flat,Semi-Furnished,
Chennai,3,"Perungudi, Chennai",1.5 Lac,1930 sqft,Flat,Semi-Furnished,North
Chennai,3,"Sri Parthasarathy Apartment, Choolaimedu, Chennai",35000,1155 sqft,Flat,Semi-Furnished,East
Chennai,4,Injambakkam Chennai,2 Lac,2800 sqft,House,Semi-Furnished,North
Chennai,3,"Kences Enclave, T Nagar, Chennai",60000,1600 sqft,Flat,Unfurnished,
Chennai,2,"Kilpauk, Chennai",42000,1400 sqft,Flat,Semi-Furnished,North
Chennai,5,"Casagrand ECR14 Signature, Kanathur, Chennai",1.2 Lac,5037 sqft,Flat,Semi-Furnished,North
Chennai,3,Vadapalani Chennai,70000,1500 sqft,Apartment,,
Chennai,3,Siruseri Chennai,23000,998 sqft,Villa,Semi-Furnished,
Chennai,4,Kamakoti Nagar Pallikaranai Chennai,90000,3500 sqft,Villa,Semi-Furnished,North - East
Chennai,4,Oragadam Chennai,35000,1700 sqft,House,Unfurnished,East
Chennai,2,Mogappair Chennai,32000,1300 sqft,House,Semi-Furnished,
Chennai,3,"House of Hiranandani, Egattur, Chennai",80000,1500 sqft,Flat,Unfurnished,North - West
Chennai,2,Mangadu Chennai,21000,900 sqft,Villa,Semi-Furnished,West
Chennai,3,"Puzhuthivakkam, Chennai",30000,1400 sqft,Flat,Semi-Furnished,East
Chennai,3,"Venster La Grande, Thiruverkadu, Chennai",25000,1214 sqft,Flat,Semi-Furnished,North
Chennai,2,"Pandian Palace, Choolaimedu, Chennai",15000,770 sqft,Flat,Semi-Furnished,East
Chennai,2,"Mylapore, Chennai",25000,650 sqft,Flat,Unfurnished,
Chennai,4,"Ashram Rear Gate, Mugalivakkam, Chennai",55000,2272 sqft,Flat,Semi-Furnished,North - West
Chennai,3,Vengaivasal Medavakkam Chennai,33500,1700 sqft,Villa,Semi-Furnished,
Chennai,3,"Manapakkam, Manapakkam, Chennai",45000,1458 sqft,Flat,Semi-Furnished,North - East
Chennai,3,"BBCL Vajra, Mogappair West Ambattur Industrial Estate, Chennai",50000,1351 sqft,Flat,Semi-Furnished,North
Chennai,3,"Ramaniyam Isha, Thoraipakkam, Chennai",72000,2031 sqft,Flat,Furnished,East
Chennai,3,"Kanathur, Chennai",70000,1500 sqft,Flat,Furnished,East
Chennai,3,"Phoenix The Village Villas, Kelambakkam, Chennai",12 Lac,1586 sqft,Flat,Semi-Furnished,
Chennai,1,"Perambur, Chennai",8250,380 sqft,Flat,Unfurnished,East
Chennai,3,Nedkundram Extension Chennai,35000,2400 sqft,Villa,Semi-Furnished,North
Chennai,2,Chitlapakkam Chennai,6500,750 sqft,House,Unfurnished,
Chennai,3,"Hiranandani Bayview, Egattur, Chennai",60000,1985 sqft,Flat,Semi-Furnished,North - East
Chennai,2,"Prime LifeSpace Arete Homes, Ponneri, Chennai",22000,880 sqft,Flat,Semi-Furnished,North
Chennai,2,"Harini Anugraha, Giri Nagar, Chennai",35000,900 sqft,Flat,Furnished,East
Chennai,4,Navalur Chennai,1.3 Lac,2100 sqft,House,Semi-Furnished,North
Chennai,4,"Poes Garden, Chennai",3.2 Lac,4200 sqft,Flat,Semi-Furnished,North
Chennai,5,Neelankarai Chennai,2.8 Lac,4900 sqft,House,Semi-Furnished,North - East
Chennai,3,Teynampet Chennai,55000,850 sqft,House,Semi-Furnished,North
Chennai,3,Selaiyur Chennai,40000,2300 sqft,Villa,Semi-Furnished,North
Chennai,3,Madhavaram Chennai,23000,1650 sqft,House,Unfurnished,East
Chennai,5,Akkarai Chennai,1 Lac,2900 sqft,Villa,Semi-Furnished,North
Chennai,1,"Tambaram, Chennai",6500,700 sqft,Flat,Furnished,
Chennai,3,Korattur Chennai,45000,1100 sqft,House,Unfurnished,East
Chennai,4,"Appaswamy Greensville, Sholinganallur, Chennai",75000,2317 sqft,Flat,Semi-Furnished,North
Chennai,2,"Royapuram, Chennai",40000,680 sqft,Flat,Furnished,North
Chennai,4,"Tulive Ecstasea, Muthukadu, Chennai",1.3 Lac,3600 sqft,Flat,Furnished,South
Chennai,3,"Thiruvanmiyur, Chennai",1.2 Lac,1400 sqft,Flat,Semi-Furnished,North
Chennai,3,"Golden Opulence, Poonamallee, Chennai",27500,1120 sqft,Flat,Semi-Furnished,
Chennai,2,"Vaikunds Sundaram Phase I, Karapakkam, Chennai",28000,1120 sqft,Flat,Semi-Furnished,
Chennai,2,"Nanmangalam Manikandan Nagar, Chennai",18500,1110 sqft,Flat,Semi-Furnished,
Chennai,2,"Chintadripet, Chennai",26000,700 sqft,Flat,Semi-Furnished,East
Chennai,3,Chennai,25000,1450 sqft,Flat,Furnished,
Chennai,3,"T Nagar, Chennai",45000,1200 sqft,Flat,Semi-Furnished,North
Chennai,3,Gomathy Nagar Chennai,20000,1000 sqft,Villa,Semi-Furnished,South
Chennai,3,"Casagrand ECR14 Signature, Kanathur, Chennai",38000,1698 sqft,Flat,Semi-Furnished,East
Chennai,3,"ASV Alexandria, Sholinganallur, Chennai",55000,1850 sqft,Flat,Semi-Furnished,West
Chennai,5,Sea Cliff Conclave Chennai,2.8 Lac,7000 sqft,House,Furnished,North - East
Chennai,10,"Poonamallee, Chennai",1.5 Lac,6000 sqft,Flat,Semi-Furnished,South
Chennai,3,"Hiranandani Upscale, Navalur, Chennai",68000,1650 sqft,Flat,Unfurnished,East
Chennai,4,"Royapettah, Chennai",3.5 Lac,4025 sqft,Flat,Semi-Furnished,East
Chennai,5,Kottivakkam Chennai,2.5 Lac,8600 sqft,House,Semi-Furnished,East
Chennai,2,Red Hills Chennai,41000,1600 sqft,House,Unfurnished,South
Chennai,3,"Boulevard, Kandigai, Chennai",24000,1250 sqft,Flat,Furnished,North
Chennai,3,"VGN Notting Hill, Nungambakkam, Chennai",1.2 Lac,1200 sqft,Flat,Furnished,East
Chennai,4,"Nungambakkam, Chennai",80000,2100 sqft,Flat,Semi-Furnished,North
Chennai,3,"Madipakkam, Chennai",40000,1800 sqft,Flat,Semi-Furnished,North
Chennai,4,Mylapore Chennai,2.3 Lac,4500 sqft,House,Furnished,West
Chennai,3,"Brigade Residences, Perungudi, Chennai",1.5 Lac,1935 sqft,Flat,Semi-Furnished,North
Chennai,3,"LevelUp, Nungambakkam, Chennai",1.8 Lac,1800 sqft,Flat,Furnished,East
Chennai,3,"VGN Stafford, Ambattur, Chennai",22000,1200 sqft,Flat,Semi-Furnished,East
Chennai,3,"Adyar, Chennai",45000,1550 sqft,Flat,Semi-Furnished,North
Chennai,3,"Anna Nagar, Chennai",65000,1400 sqft,Flat,Furnished,South
Chennai,3,"Teynampet, Chennai",65000,1300 sqft,Flat,Semi-Furnished,South
Chennai,3,Maduravoyal Chennai,35000,2000 sqft,House,Semi-Furnished,West
Chennai,2,Tambaram West Tambaram Chennai,15000,1100 sqft,House,Semi-Furnished,
Chennai,3,"Oragadam, Chennai",55000,1415 sqft,Flat,Furnished,North
Chennai,2,"CBI Colony Perungudi, Chennai",32000,900 sqft,Flat,Semi-Furnished,
Chennai,3,"Iyyappanthangal, Chennai",22000,1450 sqft,Flat,Semi-Furnished,East
Chennai,3,"Kumananchavadi, Chennai",6.5 Lac,1820 sqft,Flat,Semi-Furnished,
Chennai,3,"Adroit Origin, Shastri Nagar Adyar, Chennai",1.5 Lac,1850 sqft,Flat,Furnished,
Chennai,3,"Nungambakkam, Chennai",1.8 Lac,2524 sqft,Flat,Semi-Furnished,North
Chennai,2,East Coast Road Chennai,65000,2500 sqft,House,Furnished,South
Chennai,2,Chennai,20000,650 sqft,Flat,Semi-Furnished,
Chennai,1,Ramapuram Chennai,10000,600 sqft,House,Semi-Furnished,
Chennai,3,"Appaswamy Trellis, Vadapalani, Chennai",78000,1891 sqft,Flat,Furnished,
Chennai,3,Paruthippattu Chennai,30000,1300 sqft,Villa,Furnished,
Chennai,3,"Brigade Residences, Perungudi, Chennai",1.8 Lac,1800 sqft,Flat,Furnished,North
Chennai,2,Shenoy Nagar West Chennai,39900,1350 sqft,House,Semi-Furnished,South
Chennai,4,"Palavakkam, Chennai",1.6 Lac,4200 sqft,Flat,Furnished,North
Chennai,2,"Real Value Neel Kamal, OMR, Chennai",35000,940 sqft,Flat,Furnished,
Chennai,3,"The Metrozone, Anna Nagar, Chennai",95000,2661 sqft,Flat,Semi-Furnished,
Chennai,3,"kgeyes Ashtoria, Pallavaram, Chennai",33000,1231 sqft,Flat,Furnished,East
Chennai,5,Manapakkam Chennai,45000,2500 sqft,Villa,Semi-Furnished,
Chennai,2,East Tambaram Chennai,18000,1450 sqft,House,Semi-Furnished,North
Chennai,4,"DLF Commanders Court, Egmore, Chennai",1.3 Lac,2500 sqft,Flat,Semi-Furnished,North - East
Chennai,4,"Thoraipakkam, Chennai",45000,1800 sqft,Flat,Semi-Furnished,North
Chennai,2,Arumbakkam Chennai,45000,2000 sqft,Villa,Semi-Furnished,East
Chennai,4,Mogappair West Ambattur Industrial Estate Chennai,78000,2230 sqft,Villa,Semi-Furnished,North
Chennai,3,"House of Hiranandani, Egattur, Chennai",70000,1749 sqft,Flat,Semi-Furnished,East
Chennai,3,"Perumbakkam, Chennai",6000,2300 sqft,Flat,Furnished,
Chennai,3,Valmiki Nagar Chennai,70000,2100 sqft,House,Semi-Furnished,East
Chennai,3,"Besant Nagar, Chennai",70000,1150 sqft,Flat,Semi-Furnished,East
Chennai,8,Gopalapuram Chennai,2.3 Lac,3080 sqft,House,Unfurnished,
Chennai,3,"KK Nagar, Chennai",50000,2150 sqft,Flat,Semi-Furnished,North
Chennai,4,"Adyar, Chennai",1.7 Lac,2200 sqft,Flat,Semi-Furnished,East
Chennai,3,"Egmore Apartments, Egmore, Chennai",55000,1800 sqft,Flat,Furnished,
Chennai,3,"Hiranandani Parks, Oragadam, Chennai",46000,2000 sqft,Flat,Furnished,
Chennai,2,"Independent Bungalow, Lakshmi Nagar Pozhichalur, Chennai",20000,750 sqft,Flat,Unfurnished,North
Chennai,3,"Virugambakkam, Chennai",45000,1564 sqft,Flat,Semi-Furnished,North
Chennai,3,"Nandanam, Chennai",75000,1400 sqft,Flat,Semi-Furnished,South - East
Chennai,3,"Boat Club Road, Chennai",3 Lac,2800 sqft,Flat,Furnished,North
Chennai,3,Annanagar East Chennai,65000,1450 sqft,House,Semi-Furnished,West
Chennai,4,Chennai,2 Lac,2400 sqft,Flat,Furnished,South
Chennai,3,Palavakkam Chennai,1.5 Lac,2500 sqft,House,Furnished,North
Chennai,3,"Bhaggyam Sahridaya, Bhaskarapuram, Chennai",1.4 Lac,2400 sqft,Flat,Semi-Furnished,East
Chennai,3,"Radiance Mandarin, Thoraipakkam, Chennai",50000,1829 sqft,Flat,Unfurnished,North
Chennai,3,Injambakkam Chennai,2 Lac,4500 sqft,Villa,Furnished,East
Chennai,3,Porur Chennai,45000,1568 sqft,House,Unfurnished,North
Chennai,2,"T Nagar, Chennai",60 Lac,1000 sqft,Flat,Semi-Furnished,North
Chennai,2,"Dhana Sakthi Avenue, Kolathur, Chennai",15000,686 sqft,Flat,Semi-Furnished,South
Chennai,2,"Pallikaranai, Chennai",22000,905 sqft,Flat,Semi-Furnished,South
Chennai,3,"Appaswamy Altezza, Kottivakkam, Chennai",1.4 Lac,1545 sqft,Flat,Semi-Furnished,East
Chennai,4,"Shanthi Sumangali, Neelankarai, Chennai",1.3 Lac,3273 sqft,Flat,Semi-Furnished,West
Chennai,2,"Ragamalika Phase III, Tambaram, Chennai",20000,1000 sqft,Flat,Unfurnished,North
Chennai,4,"Ambattur Industrial Estate, Chennai",55000,1550 sqft,Flat,Furnished,East
Chennai,1,"Iyyappanthangal, Chennai",12000,550 sqft,Flat,Semi-Furnished,East
Chennai,2,"Bhaskar Colony Saligramam, Chennai",35000,1250 sqft,Flat,Furnished,
Chennai,4,Mugalivakkam Chennai,1.8 Lac,4800 sqft,Villa,Semi-Furnished,
Chennai,4,"Puravankara Purva Somerset House, Guindy, Chennai",2.3 Lac,3525 sqft,Flat,Semi-Furnished,North
Chennai,3,"Prestige Bella Vista, Iyyappanthangal, Chennai",58000,1938 sqft,Flat,Furnished,East
Chennai,2,Mogappair West Ambattur Industrial Estate Chennai,20000,650 sqft,House,Unfurnished,East
Chennai,5,Panaiyur Chennai,1.8 Lac,5000 sqft,House,Furnished,
Chennai,3,"Thiruvanmiyur, Chennai",7000,1000 sqft,Flat,Semi-Furnished,
Chennai,2,Srinivasa Nagar Madhavaram Chennai,30000,800 sqft,House,Semi-Furnished,East
Chennai,1,Kodungaiyur Chennai,8500,400 sqft,House,Unfurnished,South - East
Chennai,2,"Mylapore, Chennai",50000,800 sqft,Flat,Unfurnished,West
Chennai,3,"Navins Starwood Towers 2.0, Medavakkam, Chennai",42000,1460 sqft,Flat,Unfurnished,East
Chennai,3,"Rail Nagar Flat Owners Association, Anna Nagar West Extension, Chennai",30000,1000 sqft,Flat,Furnished,East
Chennai,3,"Brigade Residences, Perungudi, Chennai",2 Lac,1121 sqft,Flat,Furnished,North
Chennai,3,"Brigade Xanadu, Mogappair West Ambattur Industrial Estate, Chennai",65000,1600 sqft,Flat,Semi-Furnished,
Chennai,1,"Gandhi Nagar Kodungaiyur West, Chennai",12000,430 sqft,Flat,Unfurnished,West
Chennai,3,Rajakilpakkam Chennai,34000,2200 sqft,House,Semi-Furnished,North
Chennai,4,"The Golden Trident, Nungambakkam, Chennai",1.5 Lac,2300 sqft,Flat,Furnished,South -West
Chennai,3,"Appaswamy Altezza, Kottivakkam, Chennai",1.1 Lac,2073 sqft,Flat,Semi-Furnished,
Chennai,4,"Bishop Garden, Chennai",1.8 Lac,2800 sqft,Flat,Semi-Furnished,East
Chennai,4,Akkarai Chennai,2.6 Lac,5500 sqft,Villa,Semi-Furnished,
Chennai,1,"Doshi Risington, Karapakkam, Chennai",30000,549 sqft,Flat,Furnished,South
Chennai,3,"Brigade World Trade Centre, Perungudi, Chennai",1.2 Lac,1450 sqft,Flat,Semi-Furnished,
Chennai,4,"Gandhi Nagar Adyar, Chennai",2 Lac,2600 sqft,Flat,Semi-Furnished,North
Chennai,3,"T Nagar, Chennai",2.5 Lac,2700 sqft,Flat,Furnished,North
Chennai,2,"OMR, Chennai",70000,1311 sqft,Flat,Semi-Furnished,North
Chennai,3,"Perungudi, Chennai",1.3 Lac,1950 sqft,Flat,Semi-Furnished,East
Chennai,3,"Appaswamy trents, Ekkatuthangal, Chennai",72000,2000 sqft,Flat,Semi-Furnished,South
Chennai,2,"Prosperous Lake Side Phase 3, Ambattur, Chennai",25000,965 sqft,Flat,Semi-Furnished,
Chennai,3,"Phoenix Marketcity, Velachery, Chennai",1.8 Lac,1700 sqft,Flat,Semi-Furnished,
Chennai,3,"Advaita Blossom, Kelambakkam, Chennai",30000,1243 sqft,Flat,Furnished,West
Chennai,4,Kanathur Chennai,50000,3100 sqft,House,Unfurnished,
Chennai,4,"Prestige Bella Vista, Iyyappanthangal, Chennai",62000,2077 sqft,Flat,Semi-Furnished,West
